year,round,round_name,team_a,team_b,seed_a,seed_b,seed_diff,srs_diff,sos_diff,ortg_diff,drtg_diff,pace_diff,efg_pct_diff,tov_pct_diff,orb_pct_diff,ft_rate_diff,win_pct_diff,conf_win_pct_diff,prospect_diff,conf_champion_a,conf_champion_b,conf_tourn_champion_a,conf_tourn_champion_b,outcome
2014,2,Second Round,UConn,Villanova,7,2,-5,-1.7399999999999984,1.1300000000000008,-4.3999999999999915,0.29999999999999716,-2.0999999999999943,-0.02100000000000002,-0.29999999999999893,-2.200000000000003,-0.062,-0.05294117647058816,-0.2222222222222222,2,0,1,0,0,1
2014,2,Second Round,Villanova,UConn,2,7,5,1.7399999999999984,-1.1300000000000008,4.3999999999999915,-0.29999999999999716,2.0999999999999943,0.02100000000000002,0.29999999999999893,2.200000000000003,0.062,0.05294117647058816,0.2222222222222222,-2,1,0,0,0,0
2014,3,Sweet Sixteen,Michigan State,Virginia,4,1,-3,0.9700000000000024,1.5200000000000005,4.3999999999999915,-6.230000000000004,5.399999999999999,0.03700000000000003,-0.8999999999999986,-1.0,-0.08299999999999996,-0.04765291607396871,-0.2222222222222222,3,0,1,1,1,1
2014,3,Sweet Sixteen,Virginia,Michigan State,1,4,3,-0.9700000000000024,-1.5200000000000005,-4.3999999999999915,6.230000000000004,-5.399999999999999,-0.03700000000000003,0.8999999999999986,1.0,0.08299999999999996,0.04765291607396871,0.2222222222222222,-3,1,0,1,1,0
2014,3,Sweet Sixteen,UConn,Iowa State,7,3,-4,-1.2899999999999991,-1.25,-5.0,5.0,-6.200000000000003,-0.027000000000000024,-2.5999999999999996,1.5999999999999979,0.019000000000000017,0.022222222222222254,0.05555555555555547,-1,0,0,0,1,1
2014,3,Sweet Sixteen,Iowa State,UConn,3,7,4,1.2899999999999991,1.25,5.0,-5.0,6.200000000000003,0.027000000000000024,2.5999999999999996,-1.5999999999999979,-0.019000000000000017,-0.022222222222222254,-0.05555555555555547,1,0,0,1,0,0
2014,4,Elite Eight,UConn,Michigan State,7,4,-3,-2.120000000000001,-0.75,-4.3999999999999915,2.3100000000000023,-0.5,-0.030000000000000027,-0.5,-1.8000000000000043,0.045999999999999985,0.0368421052631579,0.0,-3,0,0,0,1,1
2014,4,Elite Eight,Michigan State,UConn,4,7,3,2.120000000000001,0.75,4.3999999999999915,-2.3100000000000023,0.5,0.030000000000000027,0.5,1.8000000000000043,-0.045999999999999985,-0.0368421052631579,0.0,3,0,0,1,0,0
2014,1,First Round,Wichita State,Cal Poly,1,16,15,17.99,0.050000000000000044,12.700000000000003,13.200000000000003,3.700000000000003,0.06,-1.1999999999999993,3.3000000000000007,0.14599999999999996,0.5604575163398693,0.625,2,1,0,1,1,1
2014,1,First Round,Cal Poly,Wichita State,16,1,-15,-17.99,-0.050000000000000044,-12.700000000000003,-13.200000000000003,-3.700000000000003,-0.06,1.1999999999999993,-3.3000000000000007,-0.14599999999999996,-0.5604575163398693,-0.625,-2,0,1,1,1,0
2014,1,First Round,Kentucky,Kansas State,8,9,1,5.93,1.4299999999999997,8.200000000000003,-2.0600000000000023,0.30000000000001137,0.01200000000000001,1.0999999999999996,6.699999999999996,0.11499999999999999,0.1189393939393939,0.11111111111111105,20,0,0,0,0,1
2014,1,First Round,Kansas State,Kentucky,9,8,-1,-5.93,-1.4299999999999997,-8.200000000000003,2.0600000000000023,-0.30000000000001137,-0.01200000000000001,-1.0999999999999996,-6.699999999999996,-0.11499999999999999,-0.1189393939393939,-0.11111111111111105,-20,0,0,0,0,0
2014,1,First Round,Saint Louis,NC State,5,12,7,2.610000000000001,-3.2,-5.699999999999989,11.409999999999997,2.5,-0.006000000000000005,-2.799999999999999,-4.800000000000004,0.03400000000000003,0.18300653594771232,0.3125,-4,1,0,0,0,1
2014,1,First Round,NC State,Saint Louis,12,5,-7,-2.610000000000001,3.2,5.699999999999989,-11.409999999999997,-2.5,0.006000000000000005,2.799999999999999,4.800000000000004,-0.03400000000000003,-0.18300653594771232,-0.3125,4,0,1,0,0,0
2014,1,First Round,Louisville,Manhattan,4,13,9,18.650000000000002,5.7,10.300000000000011,11.129999999999995,-1.2999999999999972,0.028000000000000025,4.0,2.700000000000003,-0.14300000000000007,0.08026208026208026,0.08333333333333337,7,1,0,1,1,1
2014,1,First Round,Manhattan,Louisville,13,4,-9,-18.650000000000002,-5.7,-10.300000000000011,-11.129999999999995,1.2999999999999972,-0.028000000000000025,-4.0,-2.700000000000003,0.14300000000000007,-0.08026208026208026,-0.08333333333333337,-7,0,1,1,1,0
2014,1,First Round,Tennessee,UMass,11,6,-5,6.73,1.8399999999999999,8.900000000000006,1.440000000000012,-8.900000000000006,-0.0010000000000000009,2.400000000000002,5.399999999999999,0.023999999999999966,-0.07862407862407861,-0.01388888888888884,3,0,0,0,0,1
2014,1,First Round,UMass,Tennessee,6,11,5,-6.73,-1.8399999999999999,-8.900000000000006,-1.440000000000012,8.900000000000006,0.0010000000000000009,-2.400000000000002,-5.399999999999999,-0.023999999999999966,0.07862407862407861,0.01388888888888884,-3,0,0,0,0,0
2014,1,First Round,Mercer,Duke,14,3,-11,-14.180000000000001,-11.9,-3.700000000000003,-4.060000000000002,0.29999999999999716,0.009000000000000008,-2.5999999999999996,-0.5,-0.0040000000000000036,0.0071428571428571175,0.05555555555555558,-16,1,0,1,0,1
2014,1,First Round,Duke,Mercer,3,14,11,14.180000000000001,11.9,3.700000000000003,4.060000000000002,-0.29999999999999716,-0.009000000000000008,2.5999999999999996,0.5,0.0040000000000000036,-0.0071428571428571175,-0.05555555555555558,16,0,1,0,1,0
2014,1,First Round,Texas,Arizona State,7,10,3,-0.6500000000000004,1.7400000000000002,-0.20000000000000284,-0.6400000000000006,0.09999999999999432,-0.050000000000000044,0.09999999999999964,15.100000000000001,0.009000000000000008,0.04935064935064937,0.05555555555555558,2,0,0,0,0,1
2014,1,First Round,Arizona State,Texas,10,7,-3,0.6500000000000004,-1.7400000000000002,0.20000000000000284,0.6400000000000006,-0.09999999999999432,0.050000000000000044,-0.09999999999999964,-15.100000000000001,-0.009000000000000008,-0.04935064935064937,-0.05555555555555558,-2,0,0,0,0,0
2014,1,First Round,Michigan,Wofford,2,15,13,22.84,15.600000000000001,11.900000000000006,7.099999999999994,-0.6000000000000014,0.05500000000000005,1.700000000000001,-3.099999999999998,0.020999999999999963,0.15069615069615072,0.14583333333333337,9,1,0,0,1,1
2014,1,First Round,Wofford,Michigan,15,2,-13,-22.84,-15.600000000000001,-11.900000000000006,-7.099999999999994,0.6000000000000014,-0.05500000000000005,-1.700000000000001,3.099999999999998,-0.020999999999999963,-0.15069615069615072,-0.14583333333333337,-9,0,1,1,0,0
2014,2,Second Round,Kentucky,Wichita State,8,1,-7,1.4200000000000017,8.16,-3.799999999999997,-2.700000000000003,1.4000000000000057,-0.026000000000000023,-0.9000000000000004,6.299999999999997,0.04600000000000004,-0.24722222222222223,-0.33333333333333337,18,0,1,0,1,1
2014,2,Second Round,Wichita State,Kentucky,1,8,7,-1.4200000000000017,-8.16,3.799999999999997,2.700000000000003,-1.4000000000000057,0.026000000000000023,0.9000000000000004,-6.299999999999997,-0.04600000000000004,0.24722222222222223,0.33333333333333337,-18,1,0,1,0,0
2014,2,Second Round,Louisville,Saint Louis,4,5,1,13.06,0.5599999999999996,15.0,2.6700000000000017,1.5999999999999943,0.041000000000000036,3.3999999999999986,7.700000000000003,0.007999999999999952,0.043720190779014345,0.02083333333333337,7,1,1,1,0,1
2014,2,Second Round,Saint Louis,Louisville,5,4,-1,-13.06,-0.5599999999999996,-15.0,-2.6700000000000017,-1.5999999999999943,-0.041000000000000036,-3.3999999999999986,-7.700000000000003,-0.007999999999999952,-0.043720190779014345,-0.02083333333333337,-7,1,1,0,1,0
2014,2,Second Round,Tennessee,Mercer,11,14,3,12.01,11.26,-1.5,8.41000000000001,-3.0,-0.04400000000000004,1.0,5.799999999999997,0.03199999999999997,-0.10135135135135132,-0.16666666666666663,4,0,1,0,1,1
2014,2,Second Round,Mercer,Tennessee,14,11,-3,-12.01,-11.26,1.5,-8.41000000000001,3.0,0.04400000000000004,-1.0,-5.799999999999997,-0.03199999999999997,0.10135135135135132,0.16666666666666663,-4,1,0,1,0,0
2014,2,Second Round,Michigan,Texas,2,7,5,5.85,0.5,10.5,-3.230000000000004,-6.599999999999994,0.08300000000000007,1.700000000000001,-11.0,-0.08500000000000002,0.07104247104247108,0.2222222222222222,6,1,0,0,0,1
2014,2,Second Round,Texas,Michigan,7,2,-5,-5.85,-0.5,-10.5,3.230000000000004,6.599999999999994,-0.08300000000000007,-1.700000000000001,11.0,0.08500000000000002,-0.07104247104247108,-0.2222222222222222,-6,0,1,0,0,0
2014,3,Sweet Sixteen,Kentucky,Louisville,8,4,-4,-6.620000000000001,5.1000000000000005,-5.0,-7.039999999999992,-3.0999999999999943,-0.03500000000000003,-1.6999999999999993,4.299999999999997,0.10600000000000004,-0.11283783783783785,-0.16666666666666674,14,0,1,0,1,1
2014,3,Sweet Sixteen,Louisville,Kentucky,4,8,4,6.620000000000001,-5.1000000000000005,5.0,7.039999999999992,3.0999999999999943,0.03500000000000003,1.6999999999999993,-4.299999999999997,-0.10600000000000004,0.11283783783783785,0.16666666666666674,-14,1,0,1,0,0
2014,3,Sweet Sixteen,Michigan,Tennessee,2,11,9,1.1799999999999997,1.8100000000000005,3.299999999999997,-4.570000000000007,-0.29999999999999716,0.05400000000000005,1.0,-11.199999999999996,-0.067,0.10810810810810811,0.2222222222222222,5,1,0,0,0,1
2014,3,Sweet Sixteen,Tennessee,Michigan,11,2,-9,-1.1799999999999997,-1.8100000000000005,-3.299999999999997,4.570000000000007,0.29999999999999716,-0.05400000000000005,-1.0,11.199999999999996,0.067,-0.10810810810810811,-0.2222222222222222,-5,0,1,0,0,0
2014,4,Elite Eight,Kentucky,Michigan,8,2,-6,-0.4499999999999993,0.25,-5.099999999999994,4.340000000000003,3.4000000000000057,-0.05700000000000005,-1.8000000000000007,12.799999999999997,0.16900000000000004,-0.03175675675675682,-0.16666666666666674,12,0,1,0,0,1
2014,4,Elite Eight,Michigan,Kentucky,2,8,6,0.4499999999999993,-0.25,5.099999999999994,-4.340000000000003,-3.4000000000000057,0.05700000000000005,1.8000000000000007,-12.799999999999997,-0.16900000000000004,0.03175675675675682,0.16666666666666674,-12,1,0,0,0,0
2014,1,First Round,Florida,Albany (NY),1,16,15,24.0,13.759999999999998,7.799999999999997,18.53,-0.3999999999999986,0.03400000000000003,2.6000000000000014,2.8000000000000043,0.0040000000000000036,0.3642533936651584,0.4375,3,1,0,1,1,1
2014,1,First Round,Albany (NY),Florida,16,1,-15,-24.0,-13.759999999999998,-7.799999999999997,-18.53,0.3999999999999986,-0.03400000000000003,-2.6000000000000014,-2.8000000000000043,-0.0040000000000000036,-0.3642533936651584,-0.4375,-3,0,1,1,1,0
2014,1,First Round,Pitt,Colorado,9,8,-1,6.66,-1.2600000000000007,9.299999999999997,2.7299999999999898,-4.5,0.02400000000000002,3.1000000000000014,3.299999999999997,-0.03999999999999998,0.06507936507936507,0.05555555555555558,-1,0,0,0,0,1
2014,1,First Round,Colorado,Pitt,8,9,1,-6.66,1.2600000000000007,-9.299999999999997,-2.7299999999999898,4.5,-0.02400000000000002,-3.1000000000000014,-3.299999999999997,0.03999999999999998,-0.06507936507936507,-0.05555555555555558,1,0,0,0,0,0
2014,1,First Round,Stephen F. Austin,VCU,12,5,-7,-9.73,-11.54,10.200000000000003,-13.909999999999997,-4.900000000000006,0.04600000000000004,0.0,4.100000000000001,0.050000000000000044,0.17142857142857137,0.25,-2,1,0,1,0,1
2014,1,First Round,VCU,Stephen F. Austin,5,12,7,9.73,11.54,-10.200000000000003,13.909999999999997,4.900000000000006,-0.04600000000000004,0.0,-4.100000000000001,-0.050000000000000044,-0.17142857142857137,-0.25,2,0,1,0,1,0
2014,1,First Round,UCLA,Tulsa,4,13,9,12.169999999999998,6.45,10.099999999999994,2.469999999999999,1.2999999999999972,0.049000000000000044,1.8000000000000007,-0.3999999999999986,-0.08899999999999997,0.13910969793322736,-0.14583333333333337,12,0,1,1,1,1
2014,1,First Round,Tulsa,UCLA,13,4,-9,-12.169999999999998,-6.45,-10.099999999999994,-2.469999999999999,-1.2999999999999972,-0.049000000000000044,-1.8000000000000007,0.3999999999999986,0.08899999999999997,-0.13910969793322736,0.14583333333333337,-12,1,0,1,1,0
2014,1,First Round,Dayton,Ohio State,11,6,-5,-7.289999999999999,-2.7799999999999994,3.5,-12.970000000000013,0.4000000000000057,0.02100000000000002,-0.5999999999999996,4.399999999999999,-0.01699999999999996,-0.01158301158301156,0.06944444444444442,0,0,0,0,0,1
2014,1,First Round,Ohio State,Dayton,6,11,5,7.289999999999999,2.7799999999999994,-3.5,12.970000000000013,-0.4000000000000057,-0.02100000000000002,0.5999999999999996,-4.399999999999999,0.01699999999999996,0.01158301158301156,-0.06944444444444442,0,0,0,0,0,0
2014,1,First Round,Syracuse,Western Michigan,3,14,11,14.32,8.7,5.099999999999994,10.670000000000002,-6.0,-0.038000000000000034,6.1,6.5,-0.126,0.12655971479500883,0.0,9,0,1,0,1,1
2014,1,First Round,Western Michigan,Syracuse,14,3,-11,-14.32,-8.7,-5.099999999999994,-10.670000000000002,6.0,0.038000000000000034,-6.1,-6.5,0.126,-0.12655971479500883,0.0,-9,1,0,1,0,0
2014,1,First Round,Stanford,New Mexico,10,7,-3,0.6999999999999993,4.16,-3.200000000000003,1.4699999999999989,1.5,0.0020000000000000018,-0.8999999999999986,-3.1999999999999993,-0.016000000000000014,-0.15522875816993464,-0.2777777777777778,1,0,0,0,1,1
2014,1,First Round,New Mexico,Stanford,7,10,3,-0.6999999999999993,-4.16,3.200000000000003,-1.4699999999999989,-1.5,-0.0020000000000000018,0.8999999999999986,3.1999999999999993,0.016000000000000014,0.15522875816993464,0.2777777777777778,-1,0,0,1,0,0
2014,1,First Round,Kansas,Eastern Kentucky,2,15,13,19.65,15.74,-2.0,16.78,1.1999999999999886,-0.03199999999999992,-2.200000000000001,13.699999999999996,0.04199999999999998,0.008403361344537785,0.09027777777777779,11,1,0,0,1,1
2014,1,First Round,Eastern Kentucky,Kansas,15,2,-13,-19.65,-15.74,2.0,-16.78,-1.1999999999999886,0.03199999999999992,2.200000000000001,-13.699999999999996,-0.04199999999999998,-0.008403361344537785,-0.09027777777777779,-11,0,1,1,0,0
2014,2,Second Round,Florida,Pitt,1,9,8,3.2300000000000004,0.9999999999999991,-1.9000000000000057,6.430000000000007,0.20000000000000284,0.015000000000000013,-0.8000000000000007,-2.5999999999999943,-0.019000000000000017,0.20085470085470092,0.38888888888888884,1,1,0,1,0,1
2014,2,Second Round,Pitt,Florida,9,1,-8,-3.2300000000000004,-0.9999999999999991,1.9000000000000057,-6.430000000000007,-0.20000000000000284,-0.015000000000000013,0.8000000000000007,2.5999999999999943,0.019000000000000017,-0.20085470085470092,-0.38888888888888884,-1,0,1,0,1,0
2014,2,Second Round,UCLA,Stephen F. Austin,4,12,8,13.579999999999998,14.379999999999999,-0.10000000000000853,8.400000000000006,4.5,0.016000000000000014,1.5,-8.599999999999998,-0.020000000000000018,-0.15752895752895746,-0.33333333333333337,13,0,1,1,1,1
2014,2,Second Round,Stephen F. Austin,UCLA,12,4,-8,-13.579999999999998,-14.379999999999999,0.10000000000000853,-8.400000000000006,-4.5,-0.016000000000000014,-1.5,8.599999999999998,0.020000000000000018,0.15752895752895746,0.33333333333333337,-13,1,0,1,1,0
2014,2,Second Round,Dayton,Syracuse,11,3,-8,-5.5,-1.9100000000000001,-2.0,-6.440000000000012,4.900000000000006,0.04200000000000004,-3.4000000000000004,-4.100000000000001,0.02400000000000002,-0.1208267090620031,-0.1527777777777778,-8,0,0,0,0,1
2014,2,Second Round,Syracuse,Dayton,3,11,8,5.5,1.9100000000000001,2.0,6.440000000000012,-4.900000000000006,-0.04200000000000004,3.4000000000000004,4.100000000000001,-0.02400000000000002,0.1208267090620031,0.1527777777777778,8,0,0,0,0,0
2014,2,Second Round,Stanford,Kansas,10,2,-8,-6.83,-2.4000000000000004,-6.299999999999997,-1.6300000000000097,-1.5,-0.029000000000000026,1.6000000000000014,-7.9999999999999964,-0.032999999999999974,-0.07539682539682546,-0.2222222222222222,-7,0,1,0,0,1
2014,2,Second Round,Kansas,Stanford,2,10,8,6.83,2.4000000000000004,6.299999999999997,1.6300000000000097,1.5,0.029000000000000026,-1.6000000000000014,7.9999999999999964,0.032999999999999974,0.07539682539682546,0.2222222222222222,7,1,0,0,0,0
2014,3,Sweet Sixteen,Florida,UCLA,1,4,3,2.2900000000000027,0.919999999999999,-4.0,8.079999999999998,-7.299999999999997,-0.019000000000000017,-1.8000000000000007,4.900000000000002,0.04199999999999998,0.16632016632016633,0.33333333333333337,-10,1,0,1,1,1
2014,3,Sweet Sixteen,UCLA,Florida,4,1,-3,-2.2900000000000027,-0.919999999999999,4.0,-8.079999999999998,7.299999999999997,0.019000000000000017,1.8000000000000007,-4.900000000000002,-0.04199999999999998,-0.16632016632016633,-0.33333333333333337,10,0,1,1,1,0
2014,3,Sweet Sixteen,Dayton,Stanford,11,10,-1,-2.869999999999999,-3.66,1.5999999999999943,-3.950000000000003,-1.6999999999999886,0.01100000000000001,-0.8000000000000007,4.699999999999999,-0.043999999999999984,0.0638138138138139,0.06944444444444442,-2,0,0,0,0,1
2014,3,Sweet Sixteen,Stanford,Dayton,10,11,1,2.869999999999999,3.66,-1.5999999999999943,3.950000000000003,1.6999999999999886,-0.01100000000000001,0.8000000000000007,-4.699999999999999,0.043999999999999984,-0.0638138138138139,-0.06944444444444442,2,0,0,0,0,0
2014,4,Elite Eight,Florida,Dayton,1,11,10,10.14,3.1999999999999993,1.5,12.070000000000007,-2.700000000000003,-0.0020000000000000018,1.0,0.7000000000000028,0.01799999999999996,0.2203742203742204,0.375,1,1,0,1,0,1
2014,4,Elite Eight,Dayton,Florida,11,1,-10,-10.14,-3.1999999999999993,-1.5,-12.070000000000007,2.700000000000003,0.0020000000000000018,-1.0,-0.7000000000000028,-0.01799999999999996,-0.2203742203742204,-0.375,-1,0,1,0,1,0
2014,1,First Round,Arizona,Weber State,1,16,15,24.28,13.27,1.0,24.22,-0.20000000000000284,-0.030000000000000027,3.5,7.5,-0.08800000000000002,0.25551782682512736,0.13333333333333341,11,1,1,0,1,1
2014,1,First Round,Weber State,Arizona,16,1,-15,-24.28,-13.27,-1.0,-24.22,0.20000000000000284,0.030000000000000027,-3.5,-7.5,0.08800000000000002,-0.25551782682512736,-0.13333333333333341,-11,1,1,1,0,0
2014,1,First Round,Gonzaga,Oklahoma State,8,9,1,-3.459999999999999,-2.9799999999999995,1.2999999999999972,-0.7199999999999989,-2.3999999999999915,0.03600000000000003,-2.299999999999999,2.6000000000000014,-0.09299999999999997,0.18790849673202614,0.38888888888888895,2,1,0,1,0,1
2014,1,First Round,Oklahoma State,Gonzaga,9,8,-1,3.459999999999999,2.9799999999999995,-1.2999999999999972,0.7199999999999989,2.3999999999999915,-0.03600000000000003,2.299999999999999,-2.6000000000000014,0.09299999999999997,-0.18790849673202614,-0.38888888888888895,-2,0,1,0,1,0
2014,1,First Round,North Dakota State,Oklahoma,12,5,-7,-8.600000000000001,-8.99,4.700000000000003,-7.179999999999993,-7.800000000000004,0.038000000000000034,0.09999999999999964,-0.6999999999999993,0.014999999999999958,0.09090909090909083,0.19047619047619047,-2,1,0,1,0,1
2014,1,First Round,Oklahoma,North Dakota State,5,12,7,8.600000000000001,8.99,-4.700000000000003,7.179999999999993,7.800000000000004,-0.038000000000000034,-0.09999999999999964,0.6999999999999993,-0.014999999999999958,-0.09090909090909083,-0.19047619047619047,2,0,1,0,1,0
2014,1,First Round,San Diego State,New Mexico State,4,13,9,8.79,7.44,-4.599999999999994,14.150000000000006,-3.000000000000007,-0.05800000000000005,3.3000000000000007,-0.7999999999999972,-0.08600000000000002,0.13888888888888895,0.13888888888888884,-1,1,0,0,1,1
2014,1,First Round,New Mexico State,San Diego State,13,4,-9,-8.79,-7.44,4.599999999999994,-14.150000000000006,3.000000000000007,0.05800000000000005,-3.3000000000000007,0.7999999999999972,0.08600000000000002,-0.13888888888888895,-0.13888888888888884,1,0,1,1,0,0
2014,1,First Round,Baylor,Nebraska,6,11,5,5.67,1.6099999999999994,13.0,-1.7900000000000063,-1.2000000000000028,0.038000000000000034,0.0,14.900000000000002,0.027000000000000024,0.09046052631578949,-0.11111111111111116,6,0,0,0,0,1
2014,1,First Round,Nebraska,Baylor,11,6,-5,-5.67,-1.6099999999999994,-13.0,1.7900000000000063,1.2000000000000028,-0.038000000000000034,0.0,-14.900000000000002,-0.027000000000000024,-0.09046052631578949,0.11111111111111116,-6,0,0,0,0,0
2014,1,First Round,Creighton,Louisiana,3,14,11,15.120000000000001,7.45,9.199999999999989,5.410000000000011,-5.900000000000006,0.06699999999999995,1.8999999999999986,-8.599999999999998,-0.08999999999999997,0.11428571428571432,0.16666666666666663,2,0,0,0,1,1
2014,1,First Round,Louisiana,Creighton,14,3,-11,-15.120000000000001,-7.45,-9.199999999999989,-5.410000000000011,5.900000000000006,-0.06699999999999995,-1.8999999999999986,8.599999999999998,0.08999999999999997,-0.11428571428571432,-0.16666666666666663,-2,0,0,1,0,0
